	gene	1	2	3	4	5	6	7	average.FC
ZC581.2	ZC581.2	0.08	0.03	-0.06	0.06	-0.05	0.14	-0.21	-0.001428571
ZC581.3	ZC581.3	0.16	0.41	0.3	0.15	0.25	0.45	0.37	0.298571429
ZC581.7	ZC581.7	0.34	-0.35	0.3	0.18	0.67	0.97	0.18	0.327142857
ZC581.9	ZC581.9	0.12	0.26	0.14	0.09	-0.05	-0.1	-0.06	0.057142857
ttr-48	ttr-48	0.51	-0.02	0.08	0.2	0.34	-0.1	0.09	0.157142857
ceh-18	ceh-18	-0.15	-0.13	-0.29	-0.06	-0.29	0.09	-0.5	-0.19
lim-4	lim-4	0.125	0.052222222	0.41	0.52	0.09	-0.2	-0.47	0.07531746
hsd-2	hsd-2	-1.212222222	-1.88	-1.28	-1.25	-0.99	-1.61	-1.01	-1.318888889
set-30	set-30	-0.34	-0.68	-0.12	-0.18	0.18	0.26	-0.11	-0.141428571
lfi-1	lfi-1	0.35	0.39	0.95	0.8	0.02	0.22	-0.14	0.37
ZC8.6	ZC8.6	-0.06	-0.06	-0.37	-0.26	-0.55	-0.43	-0.63	-0.337142857
ZC84.1	ZC84.1	0.15	0.074285714	-0.28	0.11	-0.28	-0.36	-0.23	-0.116530612
tax-4	tax-4	-0.036	-0.154444444	0.14	-0.07	0.22	-0.13	-0.23	-0.037206349
cls-3	cls-3	0.53	-0.36	0.41	0.28	0.21	-0.05	0.24	0.18
npr-29	npr-29	0.2	0.04	0.35	0.02	0.17	-0.04	0.07	0.115714286
ZC84.6	ZC84.6	0.316	0.036666667	0.17	0.77	-0.15	-0.45	0.02	0.101809524
ZC84.7	ZC84.7	-0.075	-0.07	0.01	0.05	-0.12	-0.03	-0.03	-0.037857143
mtx-2	mtx-2	-0.21	-0.41	-0.17	-0.12	0.04	-0.34	-0.05	-0.18
pme-5	pme-5	-0.02	0.79	-0.07	0	-0.44	-0.09	-0.02	0.021428571
ubq-2	ubq-2	-0.1	0	0.5	0.35	0.26	0.41	-0.33	0.155714286
ZK1010.2	ZK1010.2	-0.15	0.02	-0.3	-0.31	-0.33	-0.07	-0.11	-0.178571429
frg-1	frg-1	-0.28	-0.04	-0.01	0.04	0.24	0.23	0.1	0.04
ZK1010.4	ZK1010.4	0.023271805	0.010004527	-0.97	0.010039133	0.039373646	0.009050309	0.022240009	-0.122288653
ZK1010.5	ZK1010.5	0.152	0.49	0.47	0.3	0.13	1.8	0.11	0.493142857
ZK1010.6	ZK1010.6	-0.01	0	-0.03	0.22	-0.07	-0.08	-0.36	-0.047142857
col-97	col-97	-0.07	-0.06	-0.55	-0.58	-0.32	-0.37	-0.05	-0.285714286
ZK1010.8	ZK1010.8	0.16	0.05	-0.07	-0.37	-0.06	0.7	-0.74	-0.047142857
snf-7	snf-7	0.023271805	0.010004527	0.014366823	0.010039133	0.39	0.46	0.022240009	0.132846042
ZK1025.1	ZK1025.1	0.2	-0.3	0.09	0.11	-0.13	-0.42	-0.12	-0.081428571
nhr-245	nhr-245	0.44	-0.44	-0.29	-0.33	-0.14	-0.2	-0.31	-0.181428571
ZK1025.2	ZK1025.2	-0.59	0.17	-0.06	-0.21	-0.11	-0.18	-0.04	-0.145714286
ZK1025.3	ZK1025.3	0.023271805	0.010004527	0.014366823	0.010039133	-0.26	-0.54	-0.06	-0.114616816
ZK1025.4	ZK1025.4	0.3575	-0.1	0.486	0.56	0.18	-0.5	0.07	0.1505
bah-1	bah-1	0.41	0.41	0.04	0.15	-0.4	-0.3	-0.13	0.025714286
nhr-113	nhr-113	-0.013333333	-0.75	-0.44	-0.23	0	-0.01	0.03	-0.201904762
irld-62	irld-62	0.023271805	0.010004527	0.014366823	0.010039133	-0.03	0.4	0.23	0.093954613
wrt-7	wrt-7	0.023271805	0.010004527	0.014366823	0.010039133	-0.94	0.009050309	0.022240009	-0.121575342
ZK1037.12	ZK1037.12	0.14	1.01	-0.04	0.15	-0.17	-0.21	0.23	0.158571429
ZK1037.13	ZK1037.13	0.04	0.87	-0.19	0.07	-0.18	-0.15	0.025	0.069285714
srt-22	srt-22	0.02	0.01	0.15	0.44	0.04	0.1	-0.17	0.084285714
ZK1037.6	ZK1037.6	-0.05	0.23	-0.15	-0.25	0.12	0.47	-0.03	0.048571429
srw-70	srw-70	0.023271805	0.010004527	0.014366823	0.010039133	-0.02	-0.46	0.46	0.005383184
ZK105.1	ZK105.1	1.17	1.11	1.12	0.98	2.39	1.65	1.77	1.455714286
ZK105.13	ZK105.13	0.203333333	0.71	0.33	0.47	0.21	-1.06	-0.1	0.109047619
srw-3	srw-3	-0.092	0	0.13	-0.1	-0.17	-0.39	-0.13	-0.107428571
srsx-40	srsx-40	0.27125	0.48	0.54	0.28	0.09	0.42	-0.03	0.293035714
srh-188	srh-188	0.10625	0.11	0.17	0.46	0.07	0.072	0.053	0.14875
ZK105.8	ZK105.8	0.06	0.09	-0.02	0.04	-0.13	-0.29	0.15	-0.014285714
ZK1053.1	ZK1053.1	-0.13125	0.174444444	-0.18	-0.15	-0.18	-0.22	0.09	-0.085257937
ZK1053.3	ZK1053.3	-0.145	0.085555556	0.18	0.02	-0.17	0.01	0.11	0.012936508
ZK1053.4	ZK1053.4	0.31	0.18	0.07	0.23	0.21	0.12	0.04	0.165714286
scrm-2	scrm-2	0.34	-0.14	-0.18	-0.24	0.26	0.27	-0.23	0.011428571
ZK1053.6	ZK1053.6	0.18	0.11	0.1	-0.18	-0.17	-0.18	0.13	-0.001428571
ZK1053.7	ZK1053.7	0.023271805	0.22	-0.33	0.27	-0.32	-0.61	-0.18	-0.132389742
hcp-1	hcp-1	0.114285714	0.03	0.04	-0.05	0.54	0.95	0.7	0.332040816
ZK1055.2	ZK1055.2	0.023271805	0.15	0.014366823	0.010039133	0.09	0.12	0.022240009	0.061416824
ZK1055.4	ZK1055.4	-0.346	-0.04	-0.68	-0.73	-0.34	-0.61	-0.47	-0.459428571
ZK1055.5	ZK1055.5	0.055	-0.166	-0.69	-0.63	-0.42	-0.68	-0.99	-0.503
ZK1055.6	ZK1055.6	-0.24	0.06	0.06	0.1	0.06	0.48	-0.46	0.008571429
ZK1055.7	ZK1055.7	0.03	0.11	0.27	0.44	0.17	0.14	-0.03	0.161428571
mmcm-1	mmcm-1	-0.27	-0.08	-0.24	-0.28	-0.42	-0.39	-0.18	-0.265714286
pat-3	pat-3	0.01	-0.1	0.03	0.24	0.19	0.58	0.07	0.145714286
ZK1058.3	ZK1058.3	-0.36	-0.1	-0.16	-0.19	-0.09	-0.1	-0.24	-0.177142857
ccdc-47	ccdc-47	-0.27	-0.56	-0.24	-0.23	-0.23	-0.25	-0.33	-0.301428571
ZK1058.5	ZK1058.5	-0.06	-0.52	-0.16	0.08	0.45	0.23	0.31	0.047142857
nit-1	nit-1	-0.28	-0.03	-0.91	-0.82	-0.23	-0.23	0.16	-0.334285714
ZK1058.9	ZK1058.9	0.23	0.16	0.22	0.26	-0.24	0.32	-0.1	0.121428571
let-23	let-23	0.05	0.44	0.12	0.28	0.39	0.3	0.2	0.254285714
ZK1067.2	ZK1067.2	-0.35	-0.19	-0.03	-0.05	-0.22	-0.34	-0.58	-0.251428571
ZK1067.3	ZK1067.3	-0.03	-0.05	-0.16	-0.2	0	0.14	0.27	-0.004285714
ZK1067.4	ZK1067.4	-0.01	-0.4	0.03	0.16	-0.05	-0.14	-0.18	-0.084285714
sym-2	sym-2	0.21	0.02	0.01	0.07	-0.17	0.12	-0.15	0.015714286
abu-14	abu-14	0.01	0.24	-0.13	-0.25	-0.19	-0.25	0.04	-0.075714286
ZK1073.1	ZK1073.1	-0.58	-0.47	-0.6	-0.42	-0.7	-0.64	-0.69	-0.585714286
ZK1073.2	ZK1073.2	0.2	0.19	0.22	0.07	-0.12	0.05	-0.04	0.081428571
obr-3	obr-3	-0.42	0.14	-0.25	-0.2	-0.11	-0.2	0.07	-0.138571429
ZK1086.2	ZK1086.2	-0.37	-0.12	-0.06	-0.25	-0.11	0.09	0.07	-0.107142857
ZK1086.3	ZK1086.3	-0.202	-0.25	-0.58	-0.29	-0.2	-0.21	-0.12	-0.264571429
ZK1098.1	ZK1098.1	-0.04	-0.35	-0.25	-0.23	0.11	0.05	0.35	-0.051428571
unc-16	unc-16	-0.41	0.11	0.06	0.22	0	0.15	-0.26	-0.018571429
ZK1098.11	ZK1098.11	-0.12	0.13	-0.27	-0.47	-0.37	-0.58	-0.15	-0.261428571
ZK1098.12	ZK1098.12	-0.09	-0.025555556	-0.19	-0.16	0.09	-0.22	-0.06	-0.093650794
ZK1098.2	ZK1098.2	-0.2	-0.14	-0.06	-0.13	0.18	0.04	-0.19	-0.071428571
ZK1098.3	ZK1098.3	-0.075	0.156	-0.18	-0.27	0.04	-0.14	0.12	-0.049857143
ZK1098.4	ZK1098.4	-0.34	-0.45	-0.27	-0.51	-0.1	-0.38	0.02	-0.29
ZK1098.5	ZK1098.5	0.09	0.04	-0.01	0.04	0.04	-0.24	0.09	0.007142857
ZK1098.6	ZK1098.6	0.023271805	0.010004527	0.014366823	0.010039133	0.39	0.29	0.17	0.129668898
mrps-23	mrps-23	-0.15	-0.11	-0.14	-0.05	0.27	-0.4	0.47	-0.015714286
mut-7	mut-7	-0.29625	-0.19	-0.44	-0.51	0.11	0.35	-0.2	-0.168035714
pcp-1	pcp-1	-0.23	-0.08	-0.09	-0.13	0.07	-0.04	-0.09	-0.084285714
ncl-1	ncl-1	0.23	-0.13	0.01	0.19	-0.25	-0.32	0.33	0.008571429
ZK112.3	ZK112.3	-0.1	0	-0.15	-0.2	-0.33	-0.19	-0.25	-0.174285714
ZK112.4	ZK112.4	0.01	0.17	0.01	-0.02	-0.32	0.1	0.11	0.008571429
ZK112.5	ZK112.5	0.34	-0.74	-0.17	-0.28	-0.09	0.31	0.21	-0.06
cdh-3	cdh-3	0.3	-0.09	-0.04	0.08	-0.71	-0.5	-0.14	-0.157142857
nos-2	nos-2	0.58	-0.18	0.13	0.46	0.67	0.79	0.83	0.468571429
cth-2	cth-2	0.2	0.38	0.01	0.09	0.31	0.29	0.61	0.27
him-14	him-14	-0.058	0.17	-0.55	-0.63	1.04	1.25	0.4	0.231714286
ZK1127.12	ZK1127.12	0.153333333	-0.28	0.26	0.32	0.07	-0.19	-0.21	0.017619048
acs-6	acs-6	0.29	0.27	0.16	0.33	0.01	0.25	0.23	0.22
ZK1127.3	ZK1127.3	0.07	0.03	-0.18	-0.46	0.33	-0.11	0.29	-0.004285714
ZK1127.4	ZK1127.4	0.05	-0.95	-0.23	-0.17	0.37	0.15	-0.04	-0.117142857
ZK1127.5	ZK1127.5	-0.12	-0.97	-0.16	0.03	0.23	-0.01	-0.05	-0.15
ZK1127.6	ZK1127.6	0.25	-0.18	-0.3	-0.19	-0.11	0.06	-0.07	-0.077142857
cin-4	cin-4	0.023271805	0.010004527	0.014366823	0.17	0.43	0.009050309	0.55	0.172384781
tcer-1	tcer-1	-0.24	-0.35	-0.07	-0.11	-0.01	0.25	-0.54	-0.152857143
ZK1128.1	ZK1128.1	0.1	-0.07	0.11	0.02	-0.11	0	-0.29	-0.034285714
mett-10	mett-10	-0.14	-0.12	-0.12	-0.38	0.07	0.02	-0.02	-0.098571429
ZK1128.3	ZK1128.3	0.4	0.09	0.49	0.42	-0.09	0.4	0.16	0.267142857
ZK1128.4	ZK1128.4	-0.25	-0.13	-0.24	-0.26	-0.08	-0.21	0.04	-0.161428571
ham-3	ham-3	-0.06	-0.15	-0.03	-0.01	0	0.25	0.2	0.028571429
ttll-4	ttll-4	-0.23	-0.03	-0.28	-0.34	-0.08	-0.09	0	-0.15
ZK1128.7	ZK1128.7	-0.04	0.27	0.19	-0.02	-0.17	-0.42	0.22	0.004285714
vps-29	vps-29	-0.24	-0.01	0.03	-0.08	-0.21	-0.49	0.12	-0.125714286
vab-10	vab-10	0.14	0.35	-0.12	-0.01	-0.4	-0.15	-0.44	-0.09
col-19	col-19	-0.2	0.65	0.54	0.49	-0.11	-0.1	-0.27	0.142857143
ZK1193.2	ZK1193.2	0.4	0.42	0.04	-0.04	-0.12	0.56	-0.12	0.162857143
ZK1193.3	ZK1193.3	0.255	0.1	0.06	0.8	-0.2	-0.09	-0.08	0.120714286
ZK1193.4	ZK1193.4	0.173333333	-0.147142857	0.19	-0.18	-0.04	-0.05	-0.55	-0.086258503
dve-1	dve-1	0.74	0.01	0.28	0.44	-0.45	-0.03	-0.43	0.08
glrx-21	glrx-21	0.03	-0.2	-0.14	-0.18	0.2	-0.21	0.2	-0.042857143
ZK121.2	ZK121.2	0.306	0.16	0.12	0.28	0.14	0.31	0.08	0.199428571
ZK1225.10	ZK1225.10	0.036666667	-0.25	-0.15	-0.09	-0.24	-0.11	-0.17	-0.139047619
ZK1225.2	ZK1225.2	0.023271805	0.010004527	0.014366823	0.010039133	-0.24	-0.58	0.2	-0.080331102
ZK1225.4	ZK1225.4	0.023271805	0.010004527	0.014366823	0.010039133	0.12	0.48	-0.24	0.059668898
ZK1225.5	ZK1225.5	0.023271805	0.010004527	0.014366823	0.010039133	-0.06	0.2	-0.01	0.026811755
ssp-31	ssp-31	0.16	0.46	0.18	0.12	-0.01	0.88	0.11	0.271428571
ZK1225.7	ZK1225.7	0.05	-0.73	-0.09	-0.19	0.47	0.21	0.1	-0.025714286
ZK1225.9	ZK1225.9	0.29	-0.11	-0.1	0.04	-0.2	-0.25	0.14	-0.027142857
ZK1236.1	ZK1236.1	0.08	-1.15	-0.21	-0.17	0.29	0.11	-0.02	-0.152857143
cec-1	cec-1	-0.22	-0.07	-0.3	-0.33	0.2	0.25	0	-0.067142857
sor-1	sor-1	0.05	0.11	0.17	0.12	-0.13	-0.27	0.1	0.021428571
ZK1236.5	ZK1236.5	0.05	-0.37	-0.11	-0.28	0.08	-0.2	-0.47	-0.185714286
pqn-96	pqn-96	-0.09	-0.26	-0.17	-0.2	-0.19	-0.18	-0.24	-0.19
ZK1236.7	ZK1236.7	-0.44	-0.25	-0.15	-0.09	0	-0.16	-0.3	-0.198571429
ZK1236.8	ZK1236.8	0.48	0.35	0.06	0.12	-0.02	0.27	0.36	0.231428571
ZK1236.9	ZK1236.9	0.21	0.3	0.17	-0.03	0.29	0.1	0.2	0.177142857
ZK1240.1	ZK1240.1	-0.0775	-0.146	0.019	-0.05	-0.09	-0.03	-0.1	-0.067785714
ZK1240.2	ZK1240.2	-0.31	-0.21	-0.43	-0.41	0.02	-0.22	-0.22	-0.254285714
ZK1240.3	ZK1240.3	0.61	0.24	0.05	-0.07	0.57	0.37	0.51	0.325714286
ZK1240.4	ZK1240.4	-0.788333333	-1.274444444	-1.72	-1.78	-0.8	-0.84	-0.76	-1.137539683
ZK1240.5	ZK1240.5	0.06	-0.36	-0.39	-0.35	0.26	0.13	-0.1	-0.107142857
ZK1240.6	ZK1240.6	0.023271805	0.010004527	0.014366823	0.010039133	0.03	-0.12	-0.42	-0.064616816
ZK1240.8	ZK1240.8	0.023271805	0.010004527	0.014366823	0.29	0.039373646	0.009050309	0.022240009	0.058329588
ZK1240.9	ZK1240.9	0.46	-1	0.04	0.49	0.17	0.06	0.01	0.032857143
nep-25	nep-25	0.443333333	0.745	0.86	1.42	0.39	1.08	0.19	0.732619048
ZK1248.11	ZK1248.11	0.46	0.35	0.05	-0.08	0.1	-0.16	0.3	0.145714286
ZK1248.13	ZK1248.13	0.88	0.48	0.16	-0.22	0.42	0.66	0.04	0.345714286
fzo-1	fzo-1	-0.06	0.15	-0.42	-0.26	-0.14	-0.09	-0.1	-0.131428571
ZK1248.15	ZK1248.15	-0.25	-0.39	-0.14	-0.13	0.11	0.08	0.17	-0.078571429
lec-5	lec-5	0.43	0.52	1.03	0.84	1.14	0.87	0.32	0.735714286
ZK1248.17	ZK1248.17	0.222857143	0.11	0.13	0.61	-0.21	0.03	-0.34	0.078979592
ZK1248.19	ZK1248.19	0.3	0.01	0.18	-0.02	0.39	-0.21	0.13	0.111428571
col-74	col-74	-0.09	-0.13	0.26	0.29	1.83	-0.22	-0.5	0.205714286
ehs-1	ehs-1	0.07	0.13	0.24	0.26	-0.15	0.08	-0.15	0.068571429
ZK1248.4	ZK1248.4	0.47	2.06	1.95	2.14	1.62	4.08	0.54	1.837142857
ZK1248.5	ZK1248.5	0.058	0.19	-0.13	-0.2	-0.11	1.05	0	0.122571429
msp-64	msp-64	0.01	0.84	1.62	1.39	0.6	2.34	0.14	0.991428571
wago-5	wago-5	0.023271805	0.010004527	0.014366823	0.010039133	-0.12	0.009050309	0.022240009	-0.004432485
htas-1	htas-1	0.44	0.17	0.42	0.34	0.09	0.62	0.22	0.328571429
ins-8	ins-8	2.524444444	2.371	2.37	2.66	2.57	2.31	2.42	2.460777778
ins-7	ins-7	1.57	1.63	1.34	1.28	1.91	1.59	1.91	1.604285714
ZK1251.3	ZK1251.3	0.023271805	0.010004527	0.014366823	0.010039133	0.34	0.83	-0.32	0.129668898
ZK1251.5	ZK1251.5	0.25	0.06	0.07	-0.03	0.01	0.9	-0.26	0.142857143
msp-76	msp-76	0.59	1.27	1.5	1.43	1.03	3.74	0.77	1.475714286
sdz-36	sdz-36	0.225	0.47	0.25	0.4	0.02	0.38	0.62	0.337857143
twk-9	twk-9	0.28	-0.1	0.41	0.18	0.35	0.21	0.06	0.198571429
dcaf-1	dcaf-1	-0.06	0.21	-0.43	-0.04	-0.07	-0.34	-0.26	-0.141428571
ZK1290.1	ZK1290.1	-0.13	0.243333333	2.99	0.67	-0.03	1.13	-0.05	0.689047619
ZK1290.10	ZK1290.10	-0.56	0.74	-0.26	-0.44	-0.72	-0.72	-0.17	-0.304285714
ZK1290.11	ZK1290.11	0.023271805	0.52	0.014366823	0.010039133	0.039373646	0.009050309	0.022240009	0.091191675
wrt-1	wrt-1	-0.13	0.02	0.07	-0.1	-0.14	0.04	0.04	-0.028571429
ZK1290.13	ZK1290.13	-0.04	-0.29	-0.09	-0.01	-0.14	-0.04	-0.07	-0.097142857
ZK1290.14	ZK1290.14	-1.74	0.61	-0.69	-1.14	-0.71	-1.14	-0.71	-0.788571429
ZK1290.15	ZK1290.15	-1.84	-2.04	-0.83	-0.96	-1.35	-1.38	-1.57	-1.424285714
tph-1	tph-1	0.34	0.59	0.06	-0.16	0.2	0.01	0.01	0.15
rol-8	rol-8	0.11375	0.04	0.14	0.19	0.04	-0.09	0.01	0.063392857
nfi-1	nfi-1	0.11	-0.15	-0.24	-0.13	-0.24	-0.14	-0.2	-0.141428571
ZK1290.5	ZK1290.5	-0.22	0.28	-0.13	-0.51	0.32	0.04	0.26	0.005714286
rnh-1.1	rnh-1.1	0.21	0.32	0.36	0.21	-0.04	0.49	-0.01	0.22
wrt-10	wrt-10	0.0825	0.02	0.04	0.18	0.28	-0.09	0	0.073214286
fbxa-224	fbxa-224	-0.246666667	0.114444444	-0.41	-0.275	-0.15	-0.39	0.13	-0.17531746
ZK1307.1	ZK1307.1	-0.21	0.25	-0.32	-0.23	0.38	0.2	0.29	0.051428571
ZK1307.2	ZK1307.2	-0.113333333	0.16	-0.53	-0.55	-0.32	-0.5	0.14	-0.244761905
ZK1307.4	ZK1307.4	0.175	0.4625	0.69	0.86	-0.04	0.9	0.11	0.451071429
fzr-1	fzr-1	0.31	-0.16	-0.19	-0.07	-0.33	0.01	-0.28	-0.101428571
ZK1307.7	ZK1307.7	-0.07	0.08	0.5	0.12	0.15	-0.18	0.36	0.137142857
ZK1307.8	ZK1307.8	-0.31	-0.09	0	0.02	-0.04	0.07	-0.09	-0.062857143
ZK1307.9	ZK1307.9	-0.32	0	-0.1	-0.26	0.24	0.17	-0.03	-0.042857143
ZK131.11	ZK131.11	0.1	0.001666667	-0.37	-0.51	0.05	0.14	-1.17	-0.251190476
his-10	his-10	-0.14	-0.15	-0.32	-0.39	-0.06	-0.31	0.02	-0.192857143
his-11	his-11	0.42	0.1	1.11	1.09	0.91	0.94	0.23	0.685714286
his-12	his-12	0.35	0.52	0.2	0.13	0.22	0.29	0.32	0.29
his-15	his-15	0.023271805	0.010004527	0.014366823	0.010039133	0.039373646	0.12	0.29	0.072436562
gstk-1	gstk-1	-0.68	-0.22	-1.02	-0.81	-0.34	-0.87	-0.11	-0.578571429
nlp-11	nlp-11	0.61	-0.04	0.9	0.79	0.14	-0.24	0.08	0.32
ZK1320.11	ZK1320.11	-0.2	-0.22	-0.17	-0.15	0.02	-0.79	-0.07	-0.225714286
taf-8	taf-8	0.28	-0.68	0.16	0.22	0.39	0.47	0.42	0.18
ZK1320.13	ZK1320.13	0.6	0.43	0.19	0.08	0.54	-0.32	0.49	0.287142857
ZK1320.2	ZK1320.2	0.18	0.27	0.45	0.3	0.48	0.19	0.07	0.277142857
ZK1320.3	ZK1320.3	0.07	-0.02	0.09	0.07	-0.38	-0.93	-1.41	-0.358571429
cyp-13A10	cyp-13A10	0.09	-0.18	-0.13	-0.15	0.28	-0.04	-0.7	-0.118571429
ZK1320.5	ZK1320.5	0.023271805	-0.09	0.014366823	0.010039133	0.039373646	0.009050309	0.022240009	0.004048818
arc-1	arc-1	-0.06	-0.32	-0.21	-0.27	-0.19	0.16	-0.16	-0.15
ZK1320.7	ZK1320.7	0.27	-0.34	-0.07	-0.09	0.45	0.61	0.1	0.132857143
ZK1320.9	ZK1320.9	2.08	2.13	2.1	1.98	1.64	1.75	1.58	1.894285714
ZK1321.1	ZK1321.1	-0.096	-0.2675	0	-0.25	0.21	-0.13	-0.4	-0.133357143
shk-1	shk-1	0.14	0.2	0.09	0.21	-0.04	0.43	0.01	0.148571429
aqp-10	aqp-10	-0.22	-0.2	-0.1	-0.28	0.01	-0.37	-0.2	-0.194285714
ZK1321.4	ZK1321.4	0.02	-0.35	-0.03	-0.16	-0.11	0.14	-0.06	-0.078571429
ZK154.1	ZK154.1	-0.31	-0.035	-0.98	-1.14	-0.46	-1.27	-0.655	-0.692857143
mec-7	mec-7	0.04	0.22	-0.07	0.07	-0.24	-0.03	-0.24	-0.035714286
ZK154.4	ZK154.4	-0.33	-0.19	-0.36	-0.32	-0.09	-0.2	-0.34	-0.261428571
ZK154.5	ZK154.5	0.42	0.1	-0.15	-0.29	-0.03	0.19	0.07	0.044285714
ZK154.6	ZK154.6	-0.34	0.15	-0.04	0.08	-0.39	-0.41	-0.11	-0.151428571
adm-4	adm-4	0.17	-0.19	-0.01	-0.08	0.13	0.24	0.28	0.077142857
ZK177.1	ZK177.1	0.023271805	0.010004527	0.014366823	0.010039133	0.55	0.32	-0.29	0.09109747
tbx-35	tbx-35	-0.2275	0.1	-0.15	0.14	0.1	-0.17	0.12	-0.0125
ZK177.11	ZK177.11	0.023271805	0.010004527	0.014366823	0.010039133	-0.42	0.009050309	0.022240009	-0.047289628
ZK177.2	ZK177.2	0.65	-0.56	-0.06	-0.01	-0.03	-0.09	-0.36	-0.065714286
ZK177.3	ZK177.3	-0.242	0.342	-0.55	-0.51	-0.16	-0.03	-0.02	-0.167142857
ZK177.4	ZK177.4	-0.47	-0.42	-0.17	-0.19	0.02	0.03	-0.26	-0.208571429
cyp-44A1	cyp-44A1	-0.12	-0.17	-0.19	-0.23	-0.06	-0.1	0.06	-0.115714286
fzy-1	fzy-1	0.625	0.36	0.68	0.7	1.55	1.92	1.56	1.056428571
ZK177.8	ZK177.8	-0.3	0.32	0.17	0.07	0.24	0.78	-0.33	0.135714286
ZK177.9	ZK177.9	0.023271805	0.010004527	0.014366823	0.010039133	-0.44	0.009050309	0.022240009	-0.050146771
gbb-2	gbb-2	0.14	-0.1	-0.69	-0.77	-0.64	-0.42	-0.51	-0.427142857
ZK180.3	ZK180.3	-0.34	0.37	-0.34	-0.42	-0.41	-0.1	-0.35	-0.227142857
sar-1	sar-1	-0.24	-0.28	-0.08	0.05	0.22	0.07	0.16	-0.014285714
ZK180.5	ZK180.5	0.21	0.12	0.08	0.15	-0.18	-0.03	-0.01	0.048571429
ZK180.7	ZK180.7	-0.05	-0.22	-0.42	-0.59	-0.36	-0.11	-0.1	-0.264285714
ZK185.2	ZK185.2	-0.14	-0.17	-0.3	-0.22	0.07	-0.11	-0.43	-0.185714286
ZK185.3	ZK185.3	0.13	-0.24	-0.33	-0.31	0.11	0.05	-0.12	-0.101428571
ZK185.4	ZK185.4	-0.265	-0.18	-0.58	-0.41	-0.29	-0.37	0.31	-0.255
ZK185.5	ZK185.5	-0.03	0.33	-0.05	-0.09	0.43	0.29	0.45	0.19
ghi-1	ghi-1	-0.1325	-0.17	0.19	-0.12	-0.07	-0.29	-0.35	-0.134642857
rad-23	rad-23	0.08	0.16	-0.08	0	0.11	0.37	-0.04	0.085714286
ZK20.4	ZK20.4	-0.41	-0.37	-0.29	-0.41	0.21	0.21	-0.26	-0.188571429
rpn-12	rpn-12	-0.21	-0.15	-0.12	-0.27	0.29	-0.09	-0.05	-0.085714286
nep-1	nep-1	0.06	-0.02	0.12	0.24	0.07	0.13	-0.34	0.037142857
ZK218.1	ZK218.1	0.52	-0.1	0.11	0.12	-0.22	-0.42	-0.14	-0.018571429
ZK218.11	ZK218.11	0.11125	0.091111111	0.23	0.34	-0.05	0.24	0.15	0.15890873
ZK218.14	ZK218.14	0.041428571	-0.1275	0.16	0.112222222	-0.33	-0.31	-0.26	-0.101978458
ZK218.15	ZK218.15	0.023271805	0.010004527	0.014366823	0.010039133	-0.26	-0.48	-0.14	-0.117473959
ZK218.3	ZK218.3	0.113333333	0.09	0.32	0.23	0.05	0.13	0.05	0.14047619
ZK218.4	ZK218.4	0.05	0.21	0.2	0.4	0.13	-0.32	0.2	0.124285714
ZK218.5	ZK218.5	-0.22	0.12	-0.16	0.23	-0.14	-0.09	-0.05	-0.044285714
ZK218.7	ZK218.7	-0.03	0.2	-0.1	-0.05	-0.07	-0.37	0.17	-0.035714286
ZK218.8	ZK218.8	0.43	0.25	0.1	-0.06	0.15	0.11	-0.08	0.128571429
ZK218.9	ZK218.9	-0.08	0.12	-0.13	-0.1	-0.17	-0.09	0.08	-0.052857143
ZK228.1	ZK228.1	0.06	0.27	0.28	0	-0.05	0.01	0.13	0.1
ZK228.3	ZK228.3	-0.02	0.12	-0.17	-0.06	-0.04	0.01	0.36	0.028571429
ZK228.4	ZK228.4	0.55	0.17	0.25	0.34	-0.15	-0.43	0.35	0.154285714
srh-182	srh-182	0.023271805	0.010004527	0.014366823	0.010039133	-0.2	0.009050309	0.022240009	-0.015861056
srh-179	srh-179	-0.13	-0.03	0.09	-0.03	-0.18	-0.26	-0.11	-0.092857143
srh-178	srh-178	0.023271805	0.010004527	0.014366823	0.010039133	0.15	0.009050309	0.022240009	0.034138944
ZK250.2	ZK250.2	0.023271805	0.010004527	0.014366823	0.010039133	0.22	-0.15	0.35	0.068240327
math-47	math-47	0.25	-0.19	-0.03	0.24	-0.07	-0.09	-0.05	0.008571429
math-49	math-49	0.19	-0.23	0.34	0.02	-0.06	-0.08	-0.02	0.022857143
math-50	math-50	-0.34	-0.89	-0.07	0.11	0.52	0.42	-0.25	-0.071428571
pmr-1	pmr-1	0.06	0	-0.34	-0.07	-0.19	0.02	-0.02	-0.077142857
srj-26	srj-26	-0.272222222	-0.07	0.01	-0.07	-0.05	-0.24	0.02	-0.096031746
srh-209	srh-209	-0.19	-0.5	-0.13	0.31	-0.18	-0.43	-0.14	-0.18
ZK262.12	ZK262.12	0.023271805	0.010004527	0.014366823	0.010039133	0.039373646	-0.7	0.022240009	-0.082957722
srh-198	srh-198	-0.09	0.11	0	-0.09	-0.11	0	-0.07	-0.035714286
ZK262.2	ZK262.2	0.19	0.13	0.8	1.09	0.33	-0.21	0.08	0.344285714
ZK262.3	ZK262.3	-0.0075	-0.04	0.37	0.06	-0.05	-0.25	-0.16	-0.011071429
ZK262.4	ZK262.4	0.023271805	0.010004527	0.014366823	0.010039133	-0.66	0.21	0.022240009	-0.052868243
